particle,q,rms_over_L,p95_over_L,max_over_L,first_half_rms,second_half_rms
3,322,0.019213520278291176,0.024807138522391442,0.025212402243554363,0.01921245920787518,0.019212155206928816
5,322,0.04731245251533883,0.0679369819521974,0.06933980020220894,0.04730863799005872,0.04730518026004467
7,322,0.0783803560650567,0.11171622755916205,0.12973681445965105,0.08446332479870171,0.07174340989466033
1,323,0.02764955146878515,0.041662649562161536,0.04359313642232504,0.027642234661984403,0.027648319426839648
3,323,0.012694603704180484,0.01731910174163156,0.017492089954594888,0.012693310016008806,0.012695605029749073
5,323,0.06061115811374282,0.07928164835487038,0.08069262874468502,0.06060419198348326,0.06060389235303389
7,323,0.06769350468737767,0.11057776513918889,0.12804844245099486,0.07385773353316838,0.05841956626730959
1,324,0.04090327526402844,0.0554432074461643,0.056116311606009064,0.040896242197057876,0.04090751446778119
3,324,0.0036001413346257827,0.005507321737966457,0.005932551998527955,0.0036016474199358013,0.0036029738436676017
5,324,0.06514329390204976,0.07906209526429595,0.07985711303321523,0.06513760455496337,0.06514106055506659
7,324,0.05547182877906378,0.10633270305656749,0.13032251018622298,0.05753177072711996,0.04843261641827982
1,325,0.04769973757422296,0.059978866072845874,0.06061654759509884,0.04770007779584693,0.047702001694775904
3,325,0.0067385483366203475,0.01023037559587222,0.01086818358420234,0.006734909356510739,0.006734833610133273
5,325,0.06062959561017898,0.07942348254306938,0.0818858831969234,0.060628343392818244,0.06063247145753991
7,325,0.049009358417369336,0.09959919127409901,0.1264529351444818,0.04194756850368986,0.05038664981911879
1,326,0.04738721214880469,0.0598560245766526,0.06087015636415651,0.04739401106796284,0.047385759898637934
3,326,0.015218221394842968,0.020445934638985856,0.021236187723970807,0.015214171610134051,0.01521422663592873
5,326,0.047352800898558665,0.06824254122067476,0.07128364586141782,0.04735551702358383,0.04735658002855786
7,326,0.053692806783668744,0.09763866433045554,0.12675200836145134,0.0400528369689994,0.062103143583337
1,327,0.03999394253872299,0.05460869226897475,0.05544732743085899,0.03999976120641337,0.039994689958491404
3,327,0.020555465276967933,0.026796471026105325,0.027727832265254628,0.02055317081798648,0.020551947883557246
5,327,0.02643736194738864,0.04354656255705375,0.04675676977243578,0.026439313085313568,0.02643981457478383
7,327,0.06517071309722926,0.10702439225385213,0.12758190439916292,0.05389288547974807,0.07484268667525718
1,328,0.02623263326861306,0.03984634009352295,0.04224710142039394,0.026234108798217453,0.026238410040846434
3,328,0.021789956661949505,0.027665110787802795,0.027896885330505054,0.02178873164830366,0.021786301903547585
5,328,0.0018617072234256122,0.002911186824377214,0.0034877208152537718,0.0018605867647824566,0.0018604648298691762
7,328,0.0763552755965142,0.11355051095263781,0.125492612353114,0.07066173403383269,0.08344400275829339
1,329,0.007752367723493016,0.012560037092603412,0.013119334100885813,0.007752972348503323,0.007760753379395672
3,329,0.018726688015154605,0.02420885954853596,0.024539472837334538,0.018724579802425763,0.01872366939731691
5,329,0.026360532987712227,0.04364964731461097,0.044804609309269924,0.026367111584842215,0.02635903349849166
7,329,0.08295960287858911,0.11422582305523006,0.12948371951825566,0.08269259853273121,0.08560249757198252
1,330,0.012560020735761788,0.02005801831892531,0.020413832941373077,0.012557529088192373,0.012554825576600093
3,330,0.011857509452442065,0.016356403749642347,0.01682394531546193,0.011855441513346143,0.011857011763338305
5,330,0.04728613595880233,0.06802758710213865,0.06868762904602832,0.04728505171489964,0.04727959267495289
7,330,0.08314817535997374,0.11348085216485986,0.12707669801084695,0.08701119877776457,0.08085672227176494
1,331,0.030112228885506756,0.044602947378519525,0.045719129621982345,0.03010505235425532,0.030113682053992105
3,331,0.0025713447588268093,0.003938479083497367,0.004260003176898582,0.0025723439483316237,0.002572741665681752
5,331,0.06057505557679204,0.0787654074192968,0.07927525726108221,0.06057009368260379,0.06056673256788388
7,331,0.07680196511719065,0.11157591367160535,0.1289812548194702,0.08279926241049335,0.07027579558596939
1,332,0.04242711181665924,0.05662646168159184,0.05755928814627323,0.04242112849362866,0.042433431282711265
3,332,0.007646532594244927,0.01148078443000063,0.012199976335133188,0.007643289428169588,0.0076440499797104395
5,332,0.06510633327158813,0.07823796954725609,0.07895796444867302,0.06510158249352774,0.06510108562978764
7,332,0.06554161207938196,0.10997837590086813,0.12718862145320212,0.07083412652641,0.056973966576921053
1,333,0.048132057137530514,0.05987007099389613,0.06051364048221715,0.048133424899997106,0.04813556941949256
3,333,0.01591313940165052,0.02135170551661957,0.022186071831048777,0.01590958959930386,0.015910006260568155
5,333,0.060602496144798616,0.07958428620188003,0.08137566463642838,0.0606012865777006,0.060600546821279515
7,333,0.05379475987722427,0.10524542683714597,0.12957084220947016,0.05409986574479609,0.04809688904111899
1,334,0.04668602294146594,0.05959099701208628,0.06078808705161963,0.04669242902846364,0.046685789545058295
3,334,0.02088096631984112,0.027158953808606247,0.028151525159503657,0.020879019639800225,0.020877750102836268
5,334,0.04734646498369144,0.06874833126356479,0.07125298612007477,0.04734784588612941,0.04734424782033882
7,334,0.04917762153395627,0.09994797832513308,0.12708961274286676,0.04032960704896315,0.05160648286194553
1,335,0.03822331809147799,0.052887876618314504,0.05429893132474937,0.038227114162385764,0.03822540637700722
3,335,0.02168834195016802,0.027844694324766536,0.028195676125160943,0.02168715003033142,0.021684498555036503
5,335,0.026485059025085404,0.0442741582374671,0.04746552058511175,0.026484486262268972,0.026480642047147698
7,335,0.055570611024622074,0.09847912615220522,0.12623768476598524,0.042310225986205215,0.06375701519282104
1,336,0.023573149634552207,0.03635820699467061,0.03926919046571764,0.023572189966854788,0.02357932745424124
3,336,0.01820849007071984,0.023681722461822992,0.024317774840930173,0.01820624791435961,0.018205072635773503
5,336,0.0029048043421032854,0.004446203463466591,0.004903628831255943,0.0029049928196160485,0.0029035741807935753
7,336,0.06734788384742241,0.10811616903790376,0.12559174480851656,0.05752776969032976,0.07608261871131737
1,337,0.004563321053789972,0.007513857927756171,0.007975882668148164,0.004562600774386885,0.004570212784035654
3,337,0.011001971892203269,0.01548583964877585,0.016072577545014826,0.010999816258729199,0.011000740650326359
5,337,0.026457353412279287,0.044388272442623555,0.04696266498037732,0.026467141268688717,0.026462340214209738
7,337,0.07786364105868822,0.11348875396830073,0.12685821960990912,0.07359081053518772,0.08392691101208234
1,338,0.015573953718586721,0.025027145870491686,0.025664692583815048,0.015571703588049187,0.015572351929193432
